datetime,temperature,humidity,anomaly
2025-01-01 00:00:00,19.39577695139249,42.446959779436696,1
2025-01-01 01:00:00,21.018397359329008,47.6930384089368,1
2025-01-01 02:00:00,19.04322777989567,50.085236935662,1
2025-01-01 03:00:00,20.24170656410458,52.53876237386219,1
2025-01-01 04:00:00,21.182118897397675,51.28748030391149,1
2025-01-01 05:00:00,20.54349323582245,60.63751918459093,1
2025-01-01 06:00:00,18.902166675202675,38.32688444372846,1
2025-01-01 07:00:00,18.89692459921613,41.77496393578946,1
2025-01-01 08:00:00,18.18651359563933,51.53309798372208,1
2025-01-01 09:00:00,19.368080363699622,57.77284087414463,1
2025-01-01 10:00:00,19.87597272551249,51.31992986403951,1
2025-01-01 11:00:00,20.15085636648736,51.731902053937645,1
2025-01-01 12:00:00,18.70545035912063,46.53643926289215,1
2025-01-01 13:00:00,20.63548379250069,57.580820976239856,1
2025-01-01 14:00:00,19.513323157813844,45.228776323360805,1
2025-01-01 15:00:00,21.141344935895138,48.69866139384942,1
2025-01-01 16:00:00,18.83992027235661,44.86664213525849,1
2025-01-01 17:00:00,19.62429970866344,40.74183445839133,1
2025-01-01 18:00:00,20.10594584206596,50.373563050004,1
2025-01-01 19:00:00,20.077442019564348,54.27579123840263,1
2025-01-01 20:00:00,19.456701545256333,49.37962685258149,1
2025-01-01 21:00:00,20.257535104765527,52.100100541918245,1
2025-01-01 22:00:00,20.96428199806689,47.914415671482416,1
2025-01-01 23:00:00,19.248537472426094,48.52679531822376,1
2025-01-02 00:00:00,20.127831314229944,49.12185145162847,1
2025-01-02 01:00:00,19.12593587075281,50.94121137587667,1
2025-01-02 02:00:00,20.43720442153898,56.02977394358476,1
2025-01-02 03:00:00,17.957278265229828,49.30146671810319,1
2025-01-02 04:00:00,18.567907393797253,48.353989553640446,1
2025-01-02 05:00:00,21.31094993787721,47.68106579241764,1
2025-01-02 06:00:00,19.821181761711017,44.79017286378232,1
2025-01-02 07:00:00,19.761889865796864,47.19230047605928,1
2025-01-02 08:00:00,19.66181809820376,40.20915358321771,1
2025-01-02 09:00:00,20.904696597204165,53.54005701172514,1
2025-01-02 10:00:00,20.60227994090955,53.09101482952252,1
2025-01-02 11:00:00,19.79945981369309,45.1354931159801,1
2025-01-02 12:00:00,18.88916823563822,54.36094415889957,1
2025-01-02 13:00:00,20.84030230576175,52.76842035286077,1
2025-01-02 14:00:00,20.834241894861524,58.74319125977064,1
2025-01-02 15:00:00,20.0501107784658,53.63841784968636,1
2025-01-02 16:00:00,18.637865593576134,48.51494813052696,1
2025-01-02 17:00:00,20.01573151238772,54.44405461669768,1
2025-01-02 18:00:00,18.66325086857003,51.96288664713246,1
2025-01-02 19:00:00,19.127327244741373,52.56520075979958,1
2025-01-02 20:00:00,20.58796431780505,53.85116989866884,1
2025-01-02 21:00:00,20.055707667177,49.52280792139003,1
2025-01-02 22:00:00,20.839223793637814,55.82939112680703,1
2025-01-02 23:00:00,19.446113292787054,56.84507001791369,1
2025-01-03 00:00:00,19.06543786624502,49.8184681096518,1
2025-01-03 01:00:00,19.329323355587096,47.911148665736974,1
2025-01-03 02:00:00,35.0,51.09024569059115,-1
2025-01-03 03:00:00,21.11211234168112,56.40783726081076,1
2025-01-03 04:00:00,20.18984212452336,50.06275201601686,1
2025-01-03 05:00:00,19.82628120999528,55.21410042266776,1
2025-01-03 06:00:00,21.150194514949423,47.66645726010386,1
2025-01-03 07:00:00,19.13902159012853,44.49150535949079,1
2025-01-03 08:00:00,20.157451833877687,42.739986095563125,1
